"+warn.equipmentInfo[parameters[0]] +"

[Header] 2020-05-18 10:04:16,774 [1] INFO  testApp.Logging [(null)]  - 2020-05-18 10:04:16_start sbcdsc thread_c1
2020-06-03 10:44:47,802 [1] INFO  testApp.Logging [(null)]  - 362072.NAME=二部固化室07_2
2020-06-03 10:44:47,802 [1] INFO  testApp.Logging [(null)]  - 362073.NAME=二部固化室07_3
2020-06-03 10:44:47,802 [1] INFO  testApp.Logging [(null)]  - 362081.NAME=二部固化室08_1
2020-06-03 10:44:47,802 [1] INFO  testApp.Logging [(null)]  - 362082.NAME=二部固化室08_2
2020-06-03 10:44:47,803 [1] INFO  testApp.Logging [(null)]  - 362083.NAME=二部固化室08_3
2020-06-03 10:44:47,803 [1] INFO  testApp.Logging [(null)]  - 362091.NAME=二部固化室09_1
2020-06-03 10:44:47,803 [1] INFO  testApp.Logging [(null)]  - 362092.NAME=二部固化室09_2
2020-06-03 10:44:47,803 [1] INFO  testApp.Logging [(null)]  - 362093.NAME=二部固化室09_3
2020-06-03 10:44:47,803 [1] INFO  testApp.Logging [(null)]  - 362101.NAME=二部固化室10_1
2020-06-03 10:44:47,803 [1] INFO  testApp.Logging [(null)]  - 362102.NAME=二部固化室10_2
2020-06-03 10:44:47,803 [1] INFO  testApp.Logging [(null)]  - 362103.NAME=二部固化室10_3
2020-06-03 10:44:47,804 [1] INFO  testApp.Logging [(null)]  - 362111.NAME=二部固化室11_1
2020-06-03 10:44:47,804 [1] INFO  testApp.Logging [(null)]  - 362112.NAME=二部固化室11_2
2020-06-03 10:44:47,804 [1] INFO  testApp.Logging [(null)]  - 362113.NAME=二部固化室11_3
2020-06-03 10:44:47,804 [1] INFO  testApp.Logging [(null)]  - 362121.NAME=二部固化室12_1
2020-06-03 10:44:47,804 [1] INFO  testApp.Logging [(null)]  - 362122.NAME=二部固化室12_2
2020-06-03 10:44:47,804 [1] INFO  testApp.Logging [(null)]  - 362123.NAME=二部固化室12_3
2020-06-03 10:44:47,804 [1] INFO  testApp.Logging [(null)]  - 362131.NAME=二部固化室13_1
2020-06-03 10:44:47,805 [1] INFO  testApp.Logging [(null)]  - 362132.NAME=二部固化室13_2
2020-06-03 10:44:47,805 [1] INFO  testApp.Logging [(null)]  - 362133.NAME=二部固化室13_3
2020-06-03 10:44:47,805 [1] INFO  testApp.Logging [(null)]  - 362141.NAME=二部固化室14_1
2020-06-03 10:44:47,805 [1] INFO  testApp.Logging [(null)]  - 362142.NAME=二部固化室14_2
2020-06-03 10:44:47,805 [1] INFO  testApp.Logging [(null)]  - 362143.NAME=二部固化室14_3
2020-06-03 10:44:47,805 [1] INFO  testApp.Logging [(null)]  - 363011.NAME=三部固化1_1
2020-06-03 10:44:47,805 [1] INFO  testApp.Logging [(null)]  - 363012.NAME=三部固化1_2
2020-06-03 10:44:47,806 [1] INFO  testApp.Logging [(null)]  - 363013.NAME=三部固化1_3
2020-06-03 10:44:47,806 [1] INFO  testApp.Logging [(null)]  - 363021.NAME=三部固化2_1
2020-06-03 10:44:47,806 [1] INFO  testApp.Logging [(null)]  - 363022.NAME=三部固化2_2
2020-06-03 10:44:47,806 [1] INFO  testApp.Logging [(null)]  - 363023.NAME=三部固化2_3
2020-06-03 10:44:47,806 [1] INFO  testApp.Logging [(null)]  - 363031.NAME=三部固化3_1
2020-06-03 10:44:47,807 [1] INFO  testApp.Logging [(null)]  - 363032.NAME=三部固化3_2
2020-06-03 10:44:47,807 [1] INFO  testApp.Logging [(null)]  - 363033.NAME=三部固化3_3
2020-06-03 10:44:47,807 [1] INFO  testApp.Logging [(null)]  - 363041.NAME=三部固化4_1
2020-06-03 10:44:47,807 [1] INFO  testApp.Logging [(null)]  - 363042.NAME=三部固化4_2
2020-06-03 10:44:47,807 [1] INFO  testApp.Logging [(null)]  - 363043.NAME=三部固化4_3
2020-06-03 10:44:47,807 [1] INFO  testApp.Logging [(null)]  - 363051.NAME=三部固化5_1
2020-06-03 10:44:47,808 [1] INFO  testApp.Logging [(null)]  - 363052.NAME=三部固化5_2
2020-06-03 10:44:47,809 [1] INFO  testApp.Logging [(null)]  - 363053.NAME=三部固化5_3
2020-06-03 10:44:47,809 [1] INFO  testApp.Logging [(null)]  - 363061.NAME=三部固化6_1
2020-06-03 10:44:47,810 [1] INFO  testApp.Logging [(null)]  - 363062.NAME=三部固化6_2
2020-06-03 10:44:47,810 [1] INFO  testApp.Logging [(null)]  - 363063.NAME=三部固化6_3
2020-06-03 10:44:47,810 [1] INFO  testApp.Logging [(null)]  - 363071.NAME=三部固化7_1
2020-06-03 10:44:47,810 [1] INFO  testApp.Logging [(null)]  - 363072.NAME=三部固化7_2
2020-06-03 10:44:47,811 [1] INFO  testApp.Logging [(null)]  - 363073.NAME=三部固化7_3
2020-06-03 10:44:47,813 [1] INFO  testApp.Logging [(null)]  - 363081.NAME=三部固化8_1
2020-06-03 10:44:47,813 [1] INFO  testApp.Logging [(null)]  - 363082.NAME=三部固化8_2
2020-06-03 10:44:47,813 [1] INFO  testApp.Logging [(null)]  - 363083.NAME=三部固化8_3
2020-06-03 10:44:47,813 [1] INFO  testApp.Logging [(null)]  - 363091.NAME=三部固化9_1
2020-06-03 10:44:47,813 [1] INFO  testApp.Logging [(null)]  - 363092.NAME=三部固化9_2
2020-06-03 10:44:47,813 [1] INFO  testApp.Logging [(null)]  - 363093.NAME=三部固化9_3
2020-06-03 10:44:47,814 [1] INFO  testApp.Logging [(null)]  - 1.NAME=温度
2020-06-03 10:44:47,814 [1] INFO  testApp.Logging [(null)]  - 10010.NAME=主机启停状态
2020-06-03 10:44:47,814 [1] INFO  testApp.Logging [(null)]  - 10011.NAME=主机功率设定
2020-06-03 10:44:47,814 [1] INFO  testApp.Logging [(null)]  - 10012.NAME=主机功率反馈
2020-06-03 10:44:47,814 [1] INFO  testApp.Logging [(null)]  - 10013.NAME=进球量
2020-06-03 10:44:47,815 [1] INFO  testApp.Logging [(null)]  - 10014.NAME=主机前段温度反馈
2020-06-03 10:44:47,815 [1] INFO  testApp.Logging [(null)]  - 10015.NAME=主机中段温度反馈
2020-06-03 10:44:47,815 [1] INFO  testApp.Logging [(null)]  - 10016.NAME=主机后段温度反馈
2020-06-03 10:44:47,815 [1] INFO  testApp.Logging [(null)]  - 10017.NAME=布袋压差
2020-06-03 10:44:47,815 [1] INFO  testApp.Logging [(null)]  - 10018.NAME=布袋温度
2020-06-03 10:44:47,815 [1] INFO  testApp.Logging [(null)]  - 10019.NAME=高效压差
2020-06-03 10:44:47,816 [1] INFO  testApp.Logging [(null)]  - 10020.NAME=负压风门压差反馈
2020-06-03 10:44:47,816 [1] INFO  testApp.Logging [(null)]  - 10021.NAME=正压风门压差反馈
2020-06-03 10:44:47,816 [1] INFO  testApp.Logging [(null)]  - 10022.NAME=前端轴承温度
2020-06-03 10:44:47,816 [1] INFO  testApp.Logging [(null)]  - 10023.NAME=后端轴承温度
2020-06-03 10:44:47,817 [1] INFO  testApp.Logging [(null)]  - 2.NAME=压强
2020-06-03 10:44:47,817 [1] INFO  testApp.Logging [(null)]  - 20001.NAME=重量
2020-06-03 10:44:47,817 [1] INFO  testApp.Logging [(null)]  - 20002.NAME=运行时长
2020-06-03 10:44:47,817 [1] INFO  testApp.Logging [(null)]  - 20003.NAME=入仓时间
2020-06-03 10:44:47,817 [1] INFO  testApp.Logging [(null)]  - 20004.NAME=满仓时间
2020-06-03 10:44:47,817 [1] INFO  testApp.Logging [(null)]  - 20005.NAME=开仓时间
2020-06-03 10:44:47,818 [1] INFO  testApp.Logging [(null)]  - 3.NAME=速度
2020-06-03 10:44:47,818 [1] INFO  testApp.Logging [(null)]  - 30001.NAME=酸重量
2020-06-03 10:44:47,818 [1] INFO  testApp.Logging [(null)]  - 30002.NAME=水重量
2020-06-03 10:44:47,818 [1] INFO  testApp.Logging [(null)]  - 30003.NAME=铅粉重量
2020-06-03 10:44:47,819 [1] INFO  testApp.Logging [(null)]  - 30004.NAME=冷水进口温度
2020-06-03 10:44:47,819 [1] INFO  testApp.Logging [(null)]  - 30005.NAME=冷水出口温度
2020-06-03 10:44:47,819 [1] INFO  testApp.Logging [(null)]  - 30006.NAME=气压
2020-06-03 10:44:47,819 [1] INFO  testApp.Logging [(null)]  - 30007.NAME=出膏温度
2020-06-03 10:44:47,819 [1] INFO  testApp.Logging [(null)]  - 30008.NAME=最高温
2020-06-03 10:44:47,819 [1] INFO  testApp.Logging [(null)]  - 30009.NAME=高温持续时间
2020-06-03 10:44:47,819 [1] INFO  testApp.Logging [(null)]  - 4.NAME=湿度
2020-06-03 10:44:47,820 [1] INFO  testApp.Logging [(null)]  - 40001.NAME=温度
2020-06-03 10:44:47,820 [1] INFO  testApp.Logging [(null)]  - 5.NAME=铅浓度
2020-06-03 10:44:47,820 [1] INFO  testApp.Logging [(null)]  - 50001.NAME=温度
2020-06-03 10:44:47,820 [1] INFO  testApp.Logging [(null)]  - 6.NAME=铅排放量
2020-06-03 10:44:47,820 [1] INFO  testApp.Logging [(null)]  - 60001.NAME=有功电度
2020-06-03 10:44:47,820 [1] INFO  testApp.Logging [(null)]  - 60002.NAME=无功电度
2020-06-03 10:44:47,821 [1] INFO  testApp.Logging [(null)]  - 60003.NAME=尖时电量
2020-06-03 10:44:47,821 [1] INFO  testApp.Logging [(null)]  - 60004.NAME=峰时电量
2020-06-03 10:44:47,821 [1] INFO  testApp.Logging [(null)]  - 60005.NAME=平时电量
2020-06-03 10:44:47,821 [1] INFO  testApp.Logging [(null)]  - 60006.NAME=谷时电量
2020-06-03 10:44:47,821 [1] INFO  testApp.Logging [(null)]  - 7.NAME=ph值
2020-06-03 10:44:47,821 [1] INFO  testApp.Logging [(null)]  - 70001.NAME=固化温度
2020-06-03 10:44:47,821 [1] INFO  testApp.Logging [(null)]  - 70002.NAME=设置温度
2020-06-03 10:44:47,822 [1] INFO  testApp.Logging [(null)]  - 70003.NAME=固化湿度
2020-06-03 10:44:47,822 [1] INFO  testApp.Logging [(null)]  - 70004.NAME=设置湿度
2020-06-03 10:44:47,822 [1] INFO  testApp.Logging [(null)]  - 70005.NAME=固化周期 时
2020-06-03 10:44:47,822 [1] INFO  testApp.Logging [(null)]  - 70006.NAME=固化周期 分
2020-06-03 10:44:47,822 [1] INFO  testApp.Logging [(null)]  - 70007.NAME=固化周期 秒
2020-06-03 10:44:47,822 [1] INFO  testApp.Logging [(null)]  - 70008.NAME=设备状态
2020-06-03 10:44:47,823 [1] INFO  testApp.Logging [(null)]  - 8.NAME=酸排放指数
2020-06-03 10:44:47,823 [1] INFO  testApp.Logging [(null)]  - 9.NAME=污水日排放量
2020-06-03 10:44:47,914 [1] INFO  testApp.Logging [(null)]  - 2020-06-03 10:44:47_start sbcdsc thread_c1
2020-06-03 10:44:47,915 [1] INFO  testApp.Logging [(null)]  - 2020-06-03 10:44:47_start sbcdsc thread_c2
2020-06-03 10:44:47,916 [1] INFO  testApp.Logging [(null)]  - 2020-06-03 10:44:47_start sbzndb thread_jz
2020-06-03 10:44:47,917 [1] INFO  testApp.Logging [(null)]  - 2020-06-03 10:44:47_start sbzndb thread_qm
2020-06-03 10:44:47,919 [1] INFO  testApp.Logging [(null)]  - 2020-06-03 10:44:47_start sbzndb thread_zp
2020-06-03 10:44:47,920 [1] INFO  testApp.Logging [(null)]  - 2020-06-03 10:44:47_start sbzndb thread_cda
2020-06-03 10:44:47,934 [1] INFO  testApp.Logging [(null)]  - 2020-06-03 10:44:47_start sbzndb thread_cdc
2020-06-03 10:44:47,968 [1] INFO  testApp.Logging [(null)]  - 2020-06-03 10:44:47_start sbzndb2 thread_cdb
2020-06-03 10:44:47,991 [1] INFO  testApp.Logging [(null)]  - 2020-06-03 10:44:47_start sbgh thread.
2020-06-03 10:44:47,994 [1] INFO  testApp.Logging [(null)]  - 2020-06-03 10:44:47_start sbhg thread.
2020-06-03 10:44:47,997 [1] INFO  testApp.Logging [(null)]  - 2020-06-03 10:44:47_start sbqm thread.
2020-06-03 10:44:48,003 [1] INFO  testApp.Logging [(null)]  - 2020-06-03 10:44:48_start ebgh thread.
2020-06-03 10:44:48,005 [1] INFO  testApp.Logging [(null)]  - 2020-06-03 10:44:48_start ebhg thread.
2020-06-03 10:44:48,006 [1] INFO  testApp.Logging [(null)]  - 2020-06-03 10:44:48_start ybgh thread.
2020-06-03 10:44:48,008 [1] INFO  testApp.Logging [(null)]  - 2020-06-03 10:44:48_start gybdz97 thread.1x
2020-06-03 10:44:48,010 [1] INFO  testApp.Logging [(null)]  - 2020-06-03 10:44:48_start gybdz07 thread.2x
2020-06-03 10:44:48,012 [1] INFO  testApp.Logging [(null)]  - 2020-06-03 10:44:48_start hbfj thread.
[Footer] 
